review_text,sentiment,issue_type,keywords,severity,source,chunk_id
"The
purpose is to evaluate user satisfaction, product performance, and overall reliability based on the
provided feedback",positive,no_issue,"based, evaluate, feedback, overall, performance",low,pdf,report_6.pdf_1
"Reviewer Information:
Name: Jade
Reviewer ID: A3CHJDCPIUK6BZ
Review Date: 12 10, 2013 (Unix: 1386633600)
Review Summary:
I needed a charger quick and I didn't want to spend $20",negative,performance_issue,"10, review, reviewer, spend, summary",high,pdf,report_6.pdf_2
"00 at the convenience store for a short,
crappy charger",negative,performance_issue,"00, charger, convenience, crappy, short",high,pdf,report_6.pdf_3
"For this price, the charger is great",positive,performance_issue,"charger, great, price",low,pdf,report_6.pdf_4
"Pros: The cord length is perfect if you have a tall
bed",positive,performance_issue,"bed, cord, length, perfect, pros",low,pdf,report_6.pdf_5
I don't have to struggle to see my phone when I'm laying down,positive,design_issue,"don, laying, phone, struggle",low,pdf,report_6.pdf_6
"Cons: The plug in is a little
blocky but nothing to worry about",positive,performance_issue,"blocky, cons, little, plug, worry",low,pdf,report_6.pdf_7
The connecter doesn't like to stay in place 100% of the time,negative,no_issue,"100, connecter, doesn, like, place",medium,pdf,report_6.pdf_8
"It
does NOT fall out but if you wiggle it just right it disconnects the charge",negative,unexpected_behavior,"charge, disconnects, does, fall, just",high,pdf,report_6.pdf_9
"My phone is also old and
the port is a little worn",negative,design_issue,"little, old, phone, port, worn",high,pdf,report_6.pdf_10
That could be my issue,negative,unexpected_behavior,issue,high,pdf,report_6.pdf_11
If you need a good charger for a cheap price,negative,performance_issue,"charger, cheap, good, need, price",high,pdf,report_6.pdf_12
"Buy
this!
Evaluation:
The product received a rating of 4",positive,no_issue,"buy, evaluation, product, rating, received",low,pdf,report_6.pdf_13
This suggests a highly positive user experience,positive,no_issue,"experience, highly, positive, suggests, user",low,pdf,report_6.pdf_15
"The
reviewer summarized their experience as ""Buy this if you want a good, long charger""",positive,performance_issue,"buy, charger, experience, good, long",low,pdf,report_6.pdf_16
"Helpfulness
feedback indicates 1 out of 1 users found this review useful",positive,no_issue,"feedback, helpfulness, indicates, review, useful",low,pdf,report_6.pdf_17
"Insights and Interpretation:
Based on the review, the product demonstrates strong durability and user satisfaction",positive,no_issue,"based, demonstrates, durability, insights, interpretation",low,pdf,report_6.pdf_18
"Key factors
influencing the rating include usability, build quality, and value for money",positive,durability_issue,"build, factors, include, influencing, key",low,pdf,report_6.pdf_19
"This feedback can be
useful for both potential buyers and product developers in assessing product performance in
real-world scenarios",positive,no_issue,"assessing, buyers, developers, feedback, product",low,pdf,report_6.pdf_20
"Product Review Analysis Report 7
This report provides a structured analysis of a customer review for product ID 8288853439",positive,no_issue,"8288853439, analysis, product, report, review",low,pdf,report_7.pdf_0
"The
purpose is to evaluate user satisfaction, product performance, and overall reliability based on the
provided feedback",positive,no_issue,"based, evaluate, feedback, overall, performance",low,pdf,report_7.pdf_1
"Reviewer Information:
Name: John L
Reviewer ID: A12B7P0LP6OUBQ
Review Date: 01 30, 2014 (Unix: 1391040000)
Review Summary:
Bought as a spare charger for the house and turned into my main charger because my other one
failed",negative,performance_issue,"01, charger, review, reviewer, summary",high,pdf,report_7.pdf_2
Nice long cable and has held up for tons of charges for my Galaxy S3,positive,performance_issue,"cable, charges, galaxy, held, long",low,pdf,report_7.pdf_3
"Evaluation:
The product received a rating of 5",positive,no_issue,"evaluation, product, rating, received",low,pdf,report_7.pdf_4
This suggests a highly positive user experience,positive,no_issue,"experience, highly, positive, suggests, user",low,pdf,report_7.pdf_6
"The
reviewer summarized their experience as ""Very Good!""",positive,no_issue,"experience, good, reviewer, summarized",low,pdf,report_7.pdf_7
"Helpfulness feedback indicates 0 out of 0
users found this review useful",positive,no_issue,"feedback, helpfulness, indicates, review, useful",low,pdf,report_7.pdf_8
"Insights and Interpretation:
Based on the review, the product demonstrates strong durability and user satisfaction",positive,no_issue,"based, demonstrates, durability, insights, interpretation",low,pdf,report_7.pdf_9
"Key factors
influencing the rating include usability, build quality, and value for money",positive,durability_issue,"build, factors, include, influencing, key",low,pdf,report_7.pdf_10
"This feedback can be
useful for both potential buyers and product developers in assessing product performance in
real-world scenarios",positive,no_issue,"assessing, buyers, developers, feedback, product",low,pdf,report_7.pdf_11
"Product Review Analysis Report 8
This report provides a structured analysis of a customer review for product ID 8288853439",positive,no_issue,"8288853439, analysis, product, report, review",low,pdf,report_8.pdf_0
"The
purpose is to evaluate user satisfaction, product performance, and overall reliability based on the
provided feedback",positive,no_issue,"based, evaluate, feedback, overall, performance",low,pdf,report_8.pdf_1
"Reviewer Information:
Name: Karmell Harris
Reviewer ID: AZW6WE7UXAMU0
Review Date: 12 13, 2013 (Unix: 1386892800)
Review Summary:
The charger only lasted a week ad after that it just stopped charging my Samsung Galaxy S3",negative,performance_issue,"12, review, reviewer, stopped, summary",high,pdf,report_8.pdf_2
"They
really need to start making these chargers better",negative,performance_issue,"better, chargers, making, need, really",high,pdf,report_8.pdf_3
"I've been thru several!!!!
Evaluation:
The product received a rating of 1",negative,no_issue,"evaluation, product, rating, received, ve",medium,pdf,report_8.pdf_7
This suggests a negative user experience,negative,no_issue,"experience, negative, suggests, user",medium,pdf,report_8.pdf_9
"The reviewer
summarized their experience as ""Poor Quality Cell Phone Charger""",negative,no_issue,"cell, charger, experience, phone, poor",medium,pdf,report_8.pdf_10
"Helpfulness feedback indicates
0 out of 0 users found this review useful",positive,no_issue,"feedback, helpfulness, indicates, review, useful",low,pdf,report_8.pdf_11
"Insights and Interpretation:
Based on the review, the product demonstrates areas needing improvement",positive,usability_issue,"areas, based, demonstrates, improvement, insights",low,pdf,report_8.pdf_12
"Key factors
influencing the rating include usability, build quality, and value for money",positive,durability_issue,"build, factors, include, influencing, key",low,pdf,report_8.pdf_13
"This feedback can be
useful for both potential buyers and product developers in assessing product performance in
real-world scenarios",positive,no_issue,"assessing, buyers, developers, feedback, product",low,pdf,report_8.pdf_14
"Product Review Analysis Report 9
This report provides a structured analysis of a customer review for product ID 8288853439",positive,no_issue,"8288853439, analysis, product, report, review",low,pdf,report_9.pdf_0
"The
purpose is to evaluate user satisfaction, product performance, and overall reliability based on the
provided feedback",positive,no_issue,"based, evaluate, feedback, overall, performance",low,pdf,report_9.pdf_1
"Reviewer Information:
Name: MDB
Reviewer ID: A1AGQVCNRY2G8G
Review Date: 12 11, 2013 (Unix: 1386720000)
Review Summary:
This Charger is awesome! First of all I wasn't expecting it until between 12/12 and 12/17, but it
arrived on 12/11,So That was a plus for me! Second, I was kinda skeptical about purchasing it
because it says that its for a Galaxy S and Blackberry so that can mean a lot of things! but I figured
what the heck its cheap, so what can I loose! Well, I just got it today and decided to give it a try at
work on my Galaxy S4, it charged from 80% to 100% in about 7 minutes!! Yes i timed it! and also
the cord is long which is a plus for me! So if your looking for a fast charger with a long cord and not
to mention a great price, this is the one!!update: not sure what the other reviewer meant by saying
these are poor quality chargers, because I've had mine for a little over 2 weeks and it's still going
strong!! Love this charger especially for the length!!
Evaluation:
The product received a rating of 5",positive,performance_issue,"11, 12, charger, galaxy, reviewer",low,pdf,report_9.pdf_2
This suggests a highly positive user experience,positive,no_issue,"experience, highly, positive, suggests, user",low,pdf,report_9.pdf_4
"The
reviewer summarized their experience as ""Galaxy S4 Charger""",positive,performance_issue,"charger, experience, galaxy, reviewer, s4",low,pdf,report_9.pdf_5
"Helpfulness feedback indicates 4
out of 4 users found this review useful",positive,no_issue,"feedback, helpfulness, indicates, review, useful",low,pdf,report_9.pdf_6
"Insights and Interpretation:
Based on the review, the product demonstrates strong durability and user satisfaction",positive,no_issue,"based, demonstrates, durability, insights, interpretation",low,pdf,report_9.pdf_7
"Key factors
influencing the rating include usability, build quality, and value for money",positive,durability_issue,"build, factors, include, influencing, key",low,pdf,report_9.pdf_8
"This feedback can be
useful for both potential buyers and product developers in assessing product performance in
real-world scenarios",positive,no_issue,"assessing, buyers, developers, feedback, product",low,pdf,report_9.pdf_9
